metric,previous_month,current_month,spearman_rank_correlation
share_monthly_network_flow,2021-03-01,2021-04-01,0.8406779516460735
share_monthly_network_flow,2021-04-01,2021-05-01,0.8264121108142959
share_monthly_network_flow,2021-05-01,2021-06-01,0.7787229999252544
share_monthly_network_flow,2021-06-01,2021-07-01,0.8245715080571056
share_monthly_network_flow,2021-07-01,2021-08-01,0.8052823722304379
share_monthly_network_flow,2021-08-01,2021-09-01,0.7974024097395453
share_monthly_network_flow,2021-09-01,2021-10-01,0.8858342973164084
share_monthly_network_flow,2021-10-01,2021-11-01,0.845390263772456
share_monthly_network_flow,2021-11-01,2021-12-01,0.7971316440504754
share_monthly_network_flow,2021-12-01,2022-01-01,0.7884083295003337
share_monthly_network_flow,2022-01-01,2022-02-01,0.8147481741451301
share_monthly_network_flow,2022-02-01,2022-03-01,0.8239709705719567
share_monthly_network_flow,2022-03-01,2022-04-01,0.8468096423254489
share_monthly_network_flow,2022-04-01,2022-05-01,0.8513083547196061
share_monthly_network_flow,2022-05-01,2022-06-01,0.8432311524852549
share_monthly_network_flow,2022-06-01,2022-07-01,0.8334070937751376
share_monthly_network_flow,2022-07-01,2022-08-01,0.832538750944778
share_monthly_network_flow,2022-08-01,2022-09-01,0.8274190370570431
share_monthly_network_flow,2022-09-01,2022-10-01,0.8382403493355406
share_monthly_network_flow,2022-10-01,2022-11-01,0.8602399868712606
share_monthly_network_flow,2022-11-01,2022-12-01,0.8453161550251257
share_monthly_network_flow,2022-12-01,2023-01-01,0.8508073534023238
share_monthly_network_flow,2023-01-01,2023-02-01,0.8076410917139263
share_monthly_network_flow,2023-02-01,2023-03-01,0.811989067620312
share_monthly_network_flow,2023-03-01,2023-04-01,0.7994057899772246
share_monthly_network_flow,2023-04-01,2023-05-01,0.7805429648219971
share_monthly_network_flow,2023-05-01,2023-06-01,0.8410760126008247
share_monthly_network_flow,2023-06-01,2023-07-01,0.7654748200415173
share_monthly_network_flow,2023-07-01,2023-08-01,0.7684141841188524
share_monthly_network_flow,2023-08-01,2023-09-01,0.8016380096344891
share_monthly_network_flow,2023-09-01,2023-10-01,0.8072997762411053
share_monthly_network_flow,2023-10-01,2023-11-01,0.8056524388502186
share_monthly_network_flow,2023-11-01,2023-12-01,0.8156088616175083
share_monthly_network_flow,2023-12-01,2024-01-01,0.806560334123108
share_monthly_network_flow,2024-01-01,2024-02-01,0.8110963032249988
share_monthly_network_flow,2024-02-01,2024-03-01,0.8415330252550868
share_monthly_network_flow,2024-03-01,2024-04-01,0.8172985518912234
share_monthly_network_flow,2024-04-01,2024-05-01,0.7170145067963315
share_monthly_network_flow,2024-05-01,2024-06-01,0.727769578435499
share_monthly_network_flow,2024-06-01,2024-07-01,0.6897813798018552
share_monthly_network_flow,2024-07-01,2024-08-01,0.7152890316631417
share_monthly_network_flow,2024-08-01,2024-09-01,0.6707444891003786
share_monthly_network_flow,2024-09-01,2024-10-01,0.7594839850617974
share_monthly_network_flow,2024-10-01,2024-11-01,0.6759416719278067
share_monthly_network_flow,2024-11-01,2024-12-01,0.7232006560697049
